0,CombatZoneResize,241,246,406,391,,,,,,,
0,HeartTeleport,320,304,,,,,,,,,
0,HeartMode,0,,,,,,,,,,
0,SET,H,30,,,,,,,,,
0,SET,H2,115,,,,,,,,,
0,RND,JIA,86,,,,,,,,,
0,ADD,H,$H,$JIA,,,,,,,,
0,SUB,H2,$H2,$JIA,,,,,,,,
0.5,SansBody,HandDown,,,,,,,,,,
0,SansSlam,1,,,,,,,,,,
0.2,BoneStab,1,40,0.4666,0.2,,,,,,,
0,BoneStab,2,$H,0.4666,10,,,,,,,
0,BoneStab,0,$H2,0.4666,10,,,,,,,
0,SansAnimation,Idle,,,,,,,,,,
0.5,HeartMode,0,,,,,,,,,,
0,Sound,Ding,,,,,,,,,,
0,SET,Loop,15,,,,,,,,,
0,SUB,Loop,$Loop,1,,,,,,,,
0,SET,Y,251,,,,,,,,,
0,RND,JIA,135,,,,,,,,,
0,ADD,Y,$Y,$JIA,,,,,,,,
0,GasterBlaster,1,141,0,141,$Y,0,0.26,0,0,0,
0.3,SET,Y,251,,,,,,,,,
0,RND,JIA,135,,,,,,,,,
0,ADD,Y,$Y,$JIA,,,,,,,,
0,GasterBlaster,1,506,0,506,$Y,180,0.26,0,0,0,
0.3,JMPNZ,18,$Loop,,,,,,,,,
0,CombatZoneResize,201,246,446,391,,,,,,,
0,BoneVRepeat,506,356,70,70,180,100,0,3,0,50,150
0,BoneVRepeat,141,286,70,70,0,100,0,-3,0,50,150
0.2,SansAnimation,Idle,,,,,,,,,,
0.1,The world,,,,,,,,,,,,,
4,BoneVRepeat,128,346,40,0,120,0,50,50,,,,,
3,The world off,,,,,,,,,,,,,
0,HeartMode,1,,,,,,,,,,,,
0,Sound,114514,,,,,,,,,,,,
0.4,SansAnimation,Idle,,,,,,,,,,,,
8,BlackScreen,1,,,,,,,,,,,,
0,Sound,Flash,,,,,,,,,,,,
0.3,BlackScreen,0,,,,,,,,,,,,
0,Sound,Flash,,,,,,,,,,,,
0.2,SansBody,HandUP,,,,,,,,,,
0,SansSlam,3,,,,,,,,,,
1.2,BoneVVRepeat,128,286,107,0,140,7,76
0,BoneVVRepeat,523,197,85,2,140,7,76
0,RND,Y,3,,,,,,,,,
0,MUL,Y,$Y,40,,,,,,,,
0,ADD,Y,$Y,285,,,,,,,,
1.2,BoneVVRepeat,128,286,107,0,140,7,76
0,BoneVVRepeat,523,197,85,2,140,7,76
0,RND,Y,3,,,,,,,,,
0,MUL,Y,$Y,40,,,,,,,,
0,ADD,Y,$Y,285,,,,,,,,
1.2,BoneVVRepeat,128,286,107,0,140,7,76
0,BoneVVRepeat,523,197,85,2,140,7,76
0,RND,Y,3,,,,,,,,,
0,MUL,Y,$Y,40,,,,,,,,
0,ADD,Y,$Y,285,,,,,,,,
1.2,BoneVVRepeat,128,286,107,0,140,7,76
0,BoneVVRepeat,523,197,85,2,140,7,76
0,RND,Y,3,,,,,,,,,
0,MUL,Y,$Y,40,,,,,,,,
0,ADD,Y,$Y,285,,,,,,,,
1.2,BoneVVRepeat,128,286,107,0,140,7,76
0,BoneVVRepeat,523,197,85,2,140,7,76
0,RND,Y,3,,,,,,,,,
0,MUL,Y,$Y,40,,,,,,,,
0,ADD,Y,$Y,285,,,,,,,,
1.2,BoneVVRepeat,128,286,107,0,140,7,76
0,BoneVVRepeat,523,197,85,2,140,7,76
0,RND,Y,3,,,,,,,,,
0,MUL,Y,$Y,40,,,,,,,,
0,ADD,Y,$Y,285,,,,,,,,
1.2,BoneVVRepeat,128,286,107,0,140,7,76
0,BoneVVRepeat,523,197,85,2,140,7,76
0,RND,Y,3,,,,,,,,,
0,MUL,Y,$Y,40,,,,,,,,
0,ADD,Y,$Y,285,,,,,,,,
1.2,BoneVVRepeat,128,286,107,0,140,7,76
0,BoneVVRepeat,523,197,85,2,140,7,76
0,RND,Y,3,,,,,,,,,
0,MUL,Y,$Y,40,,,,,,,,
0,ADD,Y,$Y,285,,,,,,,,
1.2,BoneVVRepeat,128,286,107,0,140,7,76
0,BoneVVRepeat,523,197,85,2,140,7,76
0,RND,Y,3,,,,,,,,,
0,MUL,Y,$Y,40,,,,,,,,
0,ADD,Y,$Y,285,,,,,,,,
10,Sound,Ding,,,,,,,,,,
0.2,SansAnimation,Idle,,,,,,,,,,
0,RND,Y,3,,,,,,,,,
0,MUL,Y,$Y,40,,,,,,,,
0,ADD,Y,$Y,285,,,,,,,,
1.2,BoneVVRepeat,128,286,107,0,140,7,76
0,BoneVVRepeat,523,197,85,2,140,7,76
0,RND,Y,3,,,,,,,,,
0,MUL,Y,$Y,40,,,,,,,,
0,ADD,Y,$Y,285,,,,,,,,
1.2,BoneVVRepeat,128,286,107,0,140,7,76
0,BoneVVRepeat,523,197,85,2,140,7,76
0,RND,Y,3,,,,,,,,,
0,MUL,Y,$Y,40,,,,,,,,
0,ADD,Y,$Y,285,,,,,,,,
1.2,BoneVVRepeat,128,286,107,0,140,7,76
0,BoneVVRepeat,523,197,85,2,140,7,76
0,RND,Y,3,,,,,,,,,
0,MUL,Y,$Y,40,,,,,,,,
0,ADD,Y,$Y,285,,,,,,,,
1.2,BoneVVRepeat,128,286,107,0,140,7,76
0,BoneVVRepeat,523,197,85,2,140,7,76
0,RND,Y,3,,,,,,,,,
0,MUL,Y,$Y,40,,,,,,,,
0,ADD,Y,$Y,285,,,,,,,,
1.2,BoneVVRepeat,128,286,107,0,140,7,76
0,BoneVVRepeat,523,197,85,2,140,7,76
0,RND,Y,3,,,,,,,,,
0,MUL,Y,$Y,40,,,,,,,,
0,ADD,Y,$Y,285,,,,,,,,
1.2,BoneVVRepeat,128,286,107,0,140,7,76
0,BoneVVRepeat,523,197,85,2,140,7,76
0,RND,Y,3,,,,,,,,,
0,MUL,Y,$Y,40,,,,,,,,
0,ADD,Y,$Y,285,,,,,,,,
1.2,BoneVVRepeat,128,286,107,0,140,7,76
0,BoneVVRepeat,523,197,85,2,140,7,76
0,RND,Y,3,,,,,,,,,
0,MUL,Y,$Y,40,,,,,,,,
0,ADD,Y,$Y,285,,,,,,,,
1.2,BoneVVRepeat,128,286,107,0,140,7,76
0,BoneVVRepeat,523,197,85,2,140,7,76
8,EndAttack,,,,,,,,,,,
