0,HeartTeleport,310,320,,,,,,
0,CombatZoneResizeInstant,289,300,341,351,,,,
0,HeartMode,0,,

1,the world,,,,,,,
2,GasterBlaster,4,640,446,321,100,90,11,0.2,1
1,GasterBlaster,4,640,446,321,100,90,11,0.2,2
1,GasterBlaster,4,640,446,321,100,90,11,0.2,2
1,GasterBlaster,4,640,446,321,100,90,11,0.2,1
1,GasterBlaster,4,640,446,321,100,90,11,0.2,2
1,GasterBlaster,4,640,446,321,100,90,11,0.2,1
1,GasterBlaster,4,640,446,321,100,90,11,0.2,2
1,GasterBlaster,4,640,446,321,100,90,11,0.2,1
1,GasterBlaster,4,640,446,321,100,90,11,0.2,2
2,the world off,,,,,,,


12,Evil king true eye,1,,,,,

2,GasterBlaster,4,640,446,321,100,90,0,0.5,1
1,GasterBlaster,4,640,446,321,100,90,0,0.5,2
1,GasterBlaster,4,640,446,321,100,90,0,0.5,2
1,GasterBlaster,4,640,446,321,100,90,0,0.5,1
1,GasterBlaster,4,640,446,321,100,90,0,0.5,2
1,GasterBlaster,4,640,446,321,100,90,0,0.5,1
1,GasterBlaster,4,640,446,321,100,90,0,0.5,2
1,GasterBlaster,4,640,446,321,100,90,0,0.5,1
1,GasterBlaster,4,640,446,321,100,90,0,0.5,2
1,GasterBlaster,4,640,446,321,100,90,0,0.5,2
1,GasterBlaster,4,640,446,321,100,90,0,0.5,1
1,GasterBlaster,4,640,446,321,100,90,0,0.5,2
1,GasterBlaster,4,640,446,321,100,90,0,0.5,1
1,GasterBlaster,4,640,446,321,100,90,0,0.5,2
1,GasterBlaster,4,640,446,321,100,90,0,0.5,1

3,EndAttack,,,,,,,,
